DEREIA EGOISMO LEREIA
EVERKING FIRSTAMERICAN BALLETQUEEN
JAZZFANTASY FIRSTAMERICAN INNOCENTFANTASY
OLDKYCHOCOLAT IMPRESSION ROYALONE
GOREDGO TOPHAT LIGHTNINGRIDGE
KOSOVOSECRETO BANDIDOSECRETO AMEACAACADEMICA
PEPECUERVO CHRISTINESOUTLAW CHEVILLY
PLENTYOFNOISE CRIMSONTIDE PLENITURBO
ULTIMATEDODGE DODGE ULTIMATEMAGIC
TOCOYMEVOY ELUSIVEQUALITY KEMINT
SORPRESABLUE LINNGARI BLUEXENRY
WHISKEYSMUGGLER MACHOUNO INFLACIONARIA
GEORGIAVARANDA REFUSETOBEND JOGADABELA
MIDIADIGITAL REFUSETOBEND XOUDEARUMBA
GENERAL BONAPARTISTE PIAZZABELLA
DESEJADASUPER ELUSIVEQUALITY SUPERDESEJADA
INDIO FREUD NADEL
JENNIFERTWIST HARDBUCK LENEDETTA
DASLULADY HINTONWELLS INESQUECIVELLADY
WINNINGGOLD MACHOUNO NAYARAGOLD
SURFE MOLENGAO HISGREAT
CHOCOLATERA SIGNALTAP ROLETERICCI
ITYOUCARE EXCHANGERATE ALTOSEBAIXOS
JOVENJO EYJUR JOANNAWHO
SOLEIRA GIANTGENTLEMAN JOEIRA
LICURI LINNGARI WILDBRIDE
VOSNIAK REFUSETOBEND OLYMPICRHAPSODY
NICANOR SHIROCCO HEARTOFLOVE
RONDELLI SNACKBAR GATAPINTADA
OREGONPINE CRIMSONTIDE LOUQUINHAPORTI
LAVIVAVIDA PEINTRECELEBRE RENDACERTA
ALEGRINA POUNCED MAESTRINA
STEINHAEGER SHIROCCO SERRADAESTRELA
CARDO WILDEVENT HELLOCHARLOTTE
KRUPIERSECRETO BANDIDOSECRETO ATENAGLORY
WOLFSDALE DURBANTHUNDER NOVELETA
BOLSHOIBALLERINA ELUSIVEQUALITY PHOTOGENIQUE
LAMPIAOHEROI GIANTGENTLEMAN JUJULET
LUARDOPARANA GIANTGENTLEMAN CIDADEMARAVILHOSA
LIPSLIKESUGAR GOODREWARD PRACATA
CHARISMATICSTAR PEINTRECELEBRE PARIZANA
CHEVROTINE PITUDAGUANABARA KASIMBAUE
VIVIDIMAGINATION REDROCKCANYON VIVADARI
SALUTEGOLD SALUTETHESARGE NINABALLERINA
MAGICBROOKLIN SHIROCCO MAGICCHRIS
VOILEROUGE THOMPSONROUGE QUANTICA
GAROTADABARRA GOODREWARD QUEENAUSTRALIAN
HERDEIRODOIGUASSU INEXPLICABLE ZIPPETS
ISOTONICO MRFRITZ TAIPEI
HOMERSIMPSON ORPEN HORACERTA
BETHEONE OUTOFCONTROL NIQUITA
SWEDDISH REDATTORE SANDYSTAR
HOMOSAPIENS REFUSETOBEND HOMELIE
MOMENTODEALEGRIA REFUSETOBEND HORADEALEGRIA
SALADINOWARRIOR COREBUSINESS FOFADAGUANABARA
OMICRON EYJUR NUMEROUNO
SULAMERICANO FIRSTAMERICAN FACETOFACE
CRAQUEIPE LINNGARI PELADA
INDAIATUBA MAJORSTORM NORTHERNSNOW
LUCCEDELLESTELLE PAVILLON FIVESTARSSTAR
JAZZBAND REFUSETOBEND STARINA
INTHECITY SETEMBROCHOVE ALANIS
CARALYNN WILDEVENT REBECCALYNN
INTHEMOOD EYJUR HEMEROCALLE
DOWNTOWN REDATTORE DAILYMOON
POLROGER REDRUNNER SPECIALFOXY
INCANZABLENOBLEURU THAPPROVAL NOBLEMARE
WALERIATHUNDER DURBANTHUNDER MAKTUB
DONALADO MENSAGEIROALADO PASEANA
OFFTHEWALL PIONEERING ENDLESSBEAUTY
MIZUKI REFUSETOBEND CATSCAN
LINALOVE QUICKROAD QUEROPULE
NOBELDEBIRIGUI BANKING PRINCESAALEGRE
CHRONNOS ELUSIVEQUALITY SWEETKENTUCKY
VERSILIABUCK HARDBUCK VERSILIA
PICCOLINABELLA QUATROMARES ORNELLABELLA
BLACKWIND SHIROCCO ONLYINBAGE
CAPOLINEA SIGNALTAP SUPERFORCE
INDIGOGIRL CAPETOWN VICUNHAGIRL
CELEBRELINA PEINTRECELEBRE RICCIOLINA
ESTRELAAMIGA PIONEERING GUIGUILOVE
ENERGIAGIVE AGNESGOLD QUEBALLERINA
GAUCHAVELOZ ARTAX PASSODASPEDRAS
CORSIERE BANDIDOSECRETO BALADAGUANABARA
SAINTMARY CHRISTINESOUTLAW SHAREDINTEREST
CORONELDODGE DODGE TEXASLADY
VIVAREPUBLICA LINNGARI URSAPOINT
ISLANDER MAJORSTORM TAFETA
OLDSAFEBET PIONEERING HEREDIS
CHOCTAWRUNNER REDRUNNER GREYFOX
CAPTIVELOVE SIGNALTAP SCENEDAMOUR
FLASHHEARTBOY TIGERHEART KINAVE
COMETA WILDEVENT SONHODEPRATA
DIVINAFORMULA ARTAX BELAFORMULA
GLAMURAMA CHOCTAWRIDGE RUSSIANBALLET
GREEKISLE IMPRESSION GLAURA
MONTU MACHOUNO QUERORAIA
CADERNETA ELUSIVEQUALITY SAGACITE
CARIOCAESPERTO EMIRATESTODUBAI RANGERGIRL
HECTIC FARENHEIT XYANNA
CAPPAESPADA PUTITBACK SPECIALLADY
WINTERBEAUTY REDRUNNER SPRINGBEAUTY
CHANNELISLANDS SHIROCCO CYBILL
LINHAOLIMPICA HARDBUCK LASERVAPADRONA
OTITA MACHOUNO ILAURA
MADAMEPRIMAVERA MENSAGEIROALADO EFUSAO
JUSTINPRADA SIPHON AUNTIEPRADA
VENTROUGE THOMPSONROUGE ASSAIBELLA
VALIDADO TIGERHEART PRINCELESSLADY
ESTOYCONTIGO YAGLI ESPANHOLAMIA
COWBOYTODUBAI EMIRATESTODUBAI CAROLSMEMORIES
ELPIRATA HARDBUCK FIRSTSHACK
JANUARYJONES SHIROCCO LAGANADORA
KORSELETHAT TOPHAT BARRASECRET
CAMPATA ELUSIVEQUALITY SPECIALCLASS
ISAGENZKEN MACHOUNO BELLEDORE
HELTERSKELTER PUBLICPURSE OURLUCKYGIRL
CABALGADA WILDEVENT QUEBRAQUEBRA
FORCOLLECTION AMIGONI ZIMBAMIA
SURESHOT CERUTTI IVANALARK
NEWLOLITA NEDAWI CONDESIR
ATLANTAMISS POUNCED MISSBRADSHAW
TROPPOMALE REDATTORE MALVADA
NOITEDEBIRIGUI BANKING ENCANTODEBIRIGUI
ICKYTHUMP CAPETOWN LANCESCA
IKAPARAVEN CAPETOWN NAVIRAI
EINTRACHTGIRL COREBUSINESS BALADAAMANTE
WHISTLERTHUNDER DURBANTHUNDER DENISE
NOSTRAREPUBLICA LINNGARI PELEGRINANOSTRA
PLAYABRAVA PEINTRECELEBRE KAMASUTRA
WELLLOVED DURBANTHUNDER BEMAMADAHEIGHTS
WINNIEKRYSTAL MACHOUNO KRYSTALGLORY
FASTMANGO MOLENGAO FADADEBIRIGUI
OPENMIND REDATTORE ICELAND
JUNKTRADER SILENTTIMES JUSTTHEQUEEN
CAZADOR WILDEVENT NOTEWELL
COLIRIO WILDEVENT ROMANYQUEEN
WARMINSKI DURBANTHUNDER NAVEESPACIAL
OBRIAN EYJUR BABYSIX
DALTIVA MACHOUNO MANDAGUACU
THANKSRED REDATTORE MANYTHANKS
JULIEGIRL REFUSETOBEND SAPUCAIGIRL
WINDBORN SHIROCCO NATIVITY
ELISADIMIUCHA IMPRESSION MIUCHADINORMAND
FLAMAIMPAR IMPRESSION ORIFLAMA
QUADRILLE MACHOUNO CANTWETRY
DUKATI MENSAGEIROALADO OHMYGIRL
JOLIESALE NOTFORSALE JOLIECARESSE
GARDNER PEINTRECELEBRE FAZDECONTA
AMETISTAPURSE PUBLICPURSE BONBONNIERE
WINTERSKY TRUECONFIDENCE LADYCHIC
CEBOLINHA ELUSIVEQUALITY IMMORTELLE
CIELDENUIT KINGSBEST CIRANDINHA
CORSARIOALADO MOLENGAO UNABELEZAMIA
NAIPEDEBIRIGUI MOLENGAO ESQUISITA
CELEBREDOLLY PEINTRECELEBRE REDDOLLY
CEUDEESTRELAS PUTITBACK NIGHTS
ITSINHISKISS THAPPROVAL YIN
MARZOCCO THIGNONLAFRE BARCARENA
BADAWI TIGERHEART ESTANDISTA
CIELDENUITARG KINGSBEST CIRANDINHA
MIKEMILK LINNGARI MYTIE
LETTERBOX POUNCED LENANA
INCOLORE SHIROCCO HAJAGATA
FLICKAHEIN STARVERUNNER ANAHEIN
AGUADELOSCAMPOS WILDEVENT ALICEFIGHTER
EYJURDEPRATA EYJUR XARASPRATA
BILLIEHOLLYDAY FIRSTAMERICAN JOLIECHRIS
UNWILD INEXPLICABLE WILDPOLKADOT
RETILINIO SNACKBAR FRONTEIRICA
CAPAONOVO EMIRATESTODUBAI HELLOAGAINHELLO
ELLENCALIENTE FIRSTAMERICAN OJOCALIENTE
FALKLANDBAY POUNCED GRANDBAY
INCOMOEZIG THAPPROVAL ZIGZIG
IRONANDSTEEL THAPPROVAL OVERDRIVE
BUENADEMAIS ARTAX SANIDADE
ISABELPORTUGAL CAPETOWN VIANADOCASTELO
LESOTHO GOODREWARD LADYPUNK
MINHAVIOLA PIONEERING IFYOUWANT
MAGICODEOZ POUNCED GREATBOMB
ZAMBEZI POUNCED TUNAFIGHTER
FLEETTOBEND REFUSETOBEND EDITION
POWERHEART TIGERHEART LAAMANDA
LUKINHA VETTORI VYATKA
BILLECART AMIGONI MONTANHABELA
LANNISTER AMIGONI OPTIONS
BOMDETUDO AVANZADO QUEUEDUNEROSE
BETTYBOOP SALUTETHESARGE BELINHA
BARBULETTE CHRISTINESOUTLAW BOUGHTTWICE
NOTAVELMACHO MACHOUNO ORCHIDBLUE
ETZEL PIONEERING LOVELYFRIEND
INQUIETOCLAVEURU THAPPROVAL CLAVELINA
LAGOADOURADA TOPHAT FENNI
OSAKA CRIMSONTIDE DEARCELINA
WHEELS MACHOUNO KEFORTUNA
IDEKO MOLENGAO GINAGITANA
COWBOYPURSE PUBLICPURSE PRETTYCAT
TODOBOM REDATTORE PRINCESADOOESTE
WALKINGTHUNDER DURBANTHUNDER HEYGIRL
TCHEBARBARIDADE ELUSIVEQUALITY VACILACAO
INNOCENZODAIMMOLA EYJUR IDEALIST
FIRSTWORLD FIRSTAMERICAN SEAWORLD
DALVAEMPIRE IMPRESSION QUICKEMPIRE
CANDIEIRO PUTITBACK REGRATRES
HIGHHOURS PUTITBACK LASAGNA
COLVETORAZ TIGERHEART NHATUTA
BILTMORE QUICKROAD ETERNIDADE
DALMORE AMIGONI LONDRINA
MISSLOUISIANA LINNGARI AQUIDAUANA
LETSGOGETLOST PAVILLON GETLOST
SCUDS SKYPILOT ASKFREE
QUALITYPARK ELUSIVEQUALITY JOYANDPRIDE
LYONESSE PEINTRECELEBRE CARIBEANQUEEN
CAPANEGRA PUBLICPURSE GIVEMEHOPE
JETRUNNER REFUSETOBEND SURPRISELARK
OLYMPICELDORET SHIROCCO IMMENSEDREAM
OLYMPICESSEX SIPHON HIGHHEELS
ITSTIMENOW THAPPROVAL REINACAROLINA
KANDIDOHAT TOPHAT XIRIRICADASERRA
IMPERATRIZLECA ZITROMAX ZETAJONES
CAPRICHADA ELUSIVEQUALITY ZITANIC
ISBLUSHING MRFRITZ KENTUCKYBLUSH
ENERGIAGRUTA MUTASALLIL BAILAMORENA
TETRALOGIA PIONEERING ELIXIRDAMOR
TRYOUT POUNCED TROPICALSTORM
LINDACATURRITA NORWAYBOY CHARLOTTEGIRL
DIVIDENDYIELD PEINTRECELEBRE DITESMOI
DONNARUNNER REDRUNNER CURACAO
BEJART VETTORI PERSIFLEUR
CARETAKER WILDEVENT JENNYJACQUET
ENERGIAGSTAAD AGNESGOLD KEYLARGO
VICTORDELORENA DONPIAZZOLLA CEBADILLA
DECAMERON EYJUR ESPECTRA
BEIJOGAUCHO REFUSETOBEND ILHADEARUMBA
CASAVIVA WILDEVENT DAWNAVALON
SHADOWFAX PEINTRECELEBRE ENABLETOLOOSE
TAITTINGER YAGLI LACOCAGNE
SHINYMOON CERUTTI MINSKA
SHAKIRA OUTOFCONTROL PLUSVITE
DUBAIRAIDER REDROCKCANYON RUBIDIA
INTIMIDATING SIPHON MILLEFOISMERCI
LOTHLORIEN CRIMSONTIDE CRISTIE
TARPEIANQUALITY ELUSIVEQUALITY TARPEIANROCK
CIDREIRA ELUSIVEQUALITY DURALEXSEDLEX
OUTPLAY FIRSTAMERICAN INNOCENTLADY
PETROLEIRA OHIORIVER HANIA
MADAMEPAULETTE PIONEERING LINDSEY
FETISHGIRL REDATTORE KINDGIRL
WILDWHISKEY WILDEVENT UISQUERIA
MALIBUDREAM DURBANTHUNDER GOSTADELACO
IAMBIC SETEMBROCHOVE JAGUAPITA
LADYCIGANA SPRINGHALO BLEWCHILL
PORAMOR TOPHAT KEEPMYDREAM
TENOSSUH ELUSIVEQUALITY MADOUR
SLIMGIRL LINNGARI HILLGIRL
UNIQUEROCK REDROCKCANYON USINEIRA
JACKSONDANCE SIPHON DANCEFORTHEE
CASCAO ELUSIVEQUALITY GIRAFINHA
BLACKDOMIG MIG TARTAMUDDA
NATALIATHUNDER DURBANTHUNDER DAYDREAMER
BISMARCK SHIROCCO ATOMICLADY
INCONSTANTLOVER THAPPROVAL LOVINGSTRIPES
CHEMICALREACTION WILDEVENT SIERRAVALLEY
OLYMPICENGLAND WILDEVENT TINYQUEEN
PASSWORD POUNCED ESTRELADOCEU
CASCAFORA PUBLICPURSE PETITEVIE
EAGLEWILD WILDEVENT REFERENZZA
MOTORHEAD IMPRESSION CHOCOLATIER
BRAZILIANDREAM EYJUR BELEZAGAUCHA
MAZUMBO MACHOUNO SPACEODYSSEY
QUASIRICA MOLENGAO ANDORRICA
SNAPDECISION LODE SNOBLADY
SNAPDECISIONARG LODE SNOBLADY
PODERABSOLUTO NORWAYBOY VENCEDORAGOLD
DRAGAOROSE SIPHON SWEETROSE
WINDCHIMES VETTORI IMPETUOSA
DAPEDODEPIGUA GOINGAWAY ANABELLE
FOOTPRINTUNO MACHOUNO EMISSORAREGIONAL
SIMPLY REDROCKCANYON SUPERIMMENSITY
MIRACLEWORKER ARACAI BELLAROSE
COMEDIAN CRIMSONTIDE OPERABALLET
TOTEMOYOI ELUSIVEQUALITY LEFTHANDED
BELLAPATAXO HARDBUCK BITEBACK
LEROI PEINTRECELEBRE GREVEY
PEDRAOUROSARGE SALUTETHESARGE DAMADAARTE
MAITAIMONSOON SHIROCCO MYDRINK
WAKANDA AMIGONI JINAN
WILDATHEART AMIGONI NABUCHA
LINHADOTEMPO FAHIM LANANDA
MUCHORICO OCHOELNEGRO REVEDEGLOIRE
WINNIPEGTHUNDER DURBANTHUNDER NOITEALTA
WYOTTHUNDER DURBANTHUNDER INUYA
OKEEFE INEXPLICABLE VOLITION
CAMINHOSUAVE QUICKROAD MANUQUITA
TINAHENIN CHRISTINESOUTLAW LADYSTORM
EROSTHELORD PIONEERING VIZCAINA
CHEIADELUZ WATCHMON KLAMMER
PRAMANA WATCHMON PRAIADOROSA
OAHU QUICKROAD APPLEGUM
ORCHID REDATTORE MARIASTAR
DORIANGRAY REFUSETOBEND TOCADA
INSIDEINFORMATION SHIROCCO YELLOWGIRRAFE
INSISTERURU THAPPROVAL YOUNGSISTER
LAFLORISTA VETTORI TODASASFLORES
INSISTER T.H.APPROVAL YOUNGSISTER
OCHENTON AMIGONI CAYENNEPEPPER
SOVICTORY PUTITBACK NELLY
DUKEDEYJUR EYJUR HAVANA
COMPENSAR PUBLICSPEAKER NENPENSAR
ROCHERROUGE REDROCKCANYON ORTIGUEIRA
ISTRANA IMPRESSION OTTAWA
ITALIANA MRFRITZ BLUEBYYOU
FILHOOLIMPICO AMIGONI FULASPOWER
SUPERBUCK HARDBUCK FASTFAMILY
INDIOJARY MASTROLORENZO BONETICA
INCEPTION PEINTRECELEBRE BAGPIPE
CURRENTFAITH PIONEERING KUNAPAJE
CHICAGO POUNCED VERDEJANTE
FAZDIFERENCA PUBLICPURSE IASMINNORMAND
CALESSE WILDEVENT MERRYPRINCESS
OCONDEVERMELHO REDROCKCANYON REDCOUNTESS
ISTAR THAPPROVAL ULTRASTAR
BELLEDUVALAIS MASTROLORENZO INNOCENZA
CAMPEONISSIMO PUTITBACK SMILEJENNY
PRADAHILL SPRINGHALO BARBARAHILL
INNESSGEO MACHOUNO LASH
CANDLELIGHT EMIRATESTODUBAI SILENCETOWN
STARKING SKYPILOT FLORENCEGRIFFITH
TIGREARTAX ARTAX ISOLAFARNESE
DONADIABLA MOLENGAO SUIPATCHA
LEHALLES PEINTRECELEBRE DEEPPASSION
FASTCLUB REDRUNNER UDIGRUDI
SASSYMOON PEINTRECELEBRE SASSYDOLL
SHOOTOUT SKYPILOT ITAQUERETROLLYE
LITTLEANNA HARDBUCK ANNACISEI
SIBFLASH MACHOUNO PENNSYLVANIAROAD
FIRSTRUNNER REDRUNNER NUITDEPARIS
QUINDIMNEGRO MIG ARTECLARA
LITTLEDIAMANT PEINTRECELEBRE JILENA
QUEBRALUZ LINNGARI HAYLUZ
QUEJAIME LINNGARI GRANNYSPIE
VELVETBLUE MOLENGAO EVERLOVING
ILLBEGOOD CAPETOWN TOOGOOD
CACHIVACHE PUTITBACK JAMASLOSABRAS
CHAMPIONSTAR HARDBUCK TOPA
FANATICGIRL JERRYSPECIAL BEAUTIFULRAFAELA
SOULMATE MACHOUNO RADIOSHACK
DAMASKINOS PUBLICPURSE INABALAVEL
LOOKMEINTHEEYES PEINTRECELEBRE DORIENNE
MISSMUSIC PEINTRECELEBRE MISSEMINENT
EFESO COREBUSINESS BELDROEGA
BRILLIANTNOBEL ALFREDNOBEL BOMBAYBICYCLE
KENTUCKIAN TIZNOW FORESTMUSIC
COURTIER PIONEEROFTHENILE SOOTHINGTOUCH
LIBERTADORES WHIPPER STELLABERINE
IESA HENRYTHENAGIGATOR CASSABLANCA
TUDOPERFEITO PLEASANTLYPERFECT TUTORIAL
TUDOPERFEITOUSA PLEASANTLYPERFECT TUTORIAL
INDRIYAUSA STORMYATLANTIC SOPHIESSALAD
INDRIYA STORMYATLANTIC SOPHIE'SSALAD
DYNASTAR FUSAICHIPEGASUS SILLYME
VIRTUSCAT TALEOFEKATI DYNAMIC
INOVADORIGUASSU ROMANRULER MAGNIFICENTLADY
LEMONTART EXCELLENTART EMILION
GREENZAPPER GHOSTZAPPER COLINAVERDE
EUFORICA NORTHERNAFLEET KELLYBAG
DANCEMASTER ADRIANO ARTEJUSTA
OLYMPICFRANK ADRIANO ULAYA
DIVINAINDY GREGORIANO SWEETINDY
LUCKYONE MANDURO RAZAODESER
OLYMPICFRANKFURT MANDURO HURRYUP
APRILDOJAGUARETE SIPHON DOROTYHILLS
TORNADOCERTO MOLENGAO FUGACERTA
UMLINAMIX REDATTORE HIGHJINX
JOYOFHEART TIGERHEART DREAMWORKS
DANDY LINNGARI YOUARETHEBEST
XINGLINNG LINNGARI QUERIDAJOANA
CEUDEBRIGADEIRO OUTOFCONTROL NEWRAFAELA
GHANABABY PUBLICSPEAKER ARTEGRAFICA
CAYUS GREATGUY AYAYA
FREMENDUS HISOCIETY LALUCREZIABORGIA
DLIANE POUNCED METROPOLITANA
HOLYQUEEN REFUSETOBEND TRIBECA
PACCHIA SHIROCCO BOSSANOVA
QUIET TOPHAT HUMANITA
DESIGNATEDDRIVER WILDEVENT TAPPANZEE
DETOUR ADRIANO GORGEOUSCINDY
JALABALA CAPETOWN DADELAND
CHELINN LINNGARI CHENINBLANC
ORKIDIADEBIRIGUI LINNGARI INDIANADEBIRIGUI
JEITOBOM PEINTRECELEBRE JACARANDAROSA
XYLINIA DURBANTHUNDER SECRETHAIL
DAFFYGIRL WILDEVENT ILANGILANG
DOUBLETALK WILDEVENT FRENCHRIVIERA
ELENDA NUGGETDOFAXINA LENDADOFAXINA
LOCALLOVER TOPHAT LOMBI
REVENGER PIONEERING COUNTSEQUENCE
DALI TOPHAT EROTICLIKE
LOVEIT AMIGONI JOLIECAMILA
INTRIGANTE FARENHEIT LIRA
MISSNANCY HARDBUCK MISSDOURNESS
CARLABRUNI VETTORI PRECIOUSZUCA
ELEITO CRIMSONTIDE JOLIESSE
XILVIAHEIGHTS DURBANTHUNDER NIELLAGE
NOSSAALEGRIA REFUSETOBEND ALEGRELADY
DELIVRANCE SIGNALTAP SUPERAGUIA
DREAMFIELD WILDEVENT QUERENCA
DOCTORHOUSE CRAFTYCT UPHILL
EMILIANOREY LINNGARI BRIGITDAWI
LAZURICH MANDURO LAZURITA
SAVOIRVIVRE PUBLICSPEAKER ESTACION
DILEMASWOMAN SOUTHAMPTON ROASTBEEF
TURBOELICE TOPHAT MUITARACA
XAQUIRATHUNDER DURBANTHUNDER ROSAAZUL
MAJORSPEED MAJORSTORM INUSITADA
IMPOSSIVELDOMIG MIG XAGAYA
GEADALAPEANA REDRUNNER KEENELANDGIRL
CANDYACTEON REFUSETOBEND BOLLINGER
THUGLOVE SKYPILOT JIGAJOGA
DILLPICKEL ADRIANO SHEISMINE
XACRA CALCAREO MISSBARONIUS
LUNEFLEUR MANDURO BELLEFLEUR
ELLEEDOFAXINA NUGGETDOFAXINA IZABELLADOFAXINA
BEUM REDRUNNER TIETADIMIUCHA
DENTELLE SIGNALTAP NAMORADINHA
GUARDIANBOY AMIGONI QUEBECLADY
HELIPORTO BONAPARTISTE XISLAFRE
BESTCOMEDY POUNCED BATARD
NATURAL REFUSETOBEND ETOILEDUBRESIL
RENDEZVOUS REFUSETOBEND COUPOLE
GETBACKBOY SHIROCCO NOSSODIA
HOTELBYBLOS REFUSETOBEND WILDMOON
DEFINITIVEPLAN WILDEVENT LARANJASELETA
TRUQUEDEMESTRE MOLENGAO EMOCAODAVITORIA
JETOEX PEINTRECELEBRE CLUBMED
YOSOYELTANGO PUBLICSPEAKER TOURROYALE
DATTERO WILDEVENT VIACONDOTTI
GENIALSTORM ACTEONMAN RUTLEDGESTORM
DIABLOVOLADOR NEDAWI FIGHTBACK
MISSCAMI PIONEERING LOSNA
HUMANITARISTA BONAPARTISTE AMPULHETA
XARECO DURBANTHUNDER TIASEMI
XAXATHUNDER DURBANTHUNDER BALADEPRATA
REEMOTION LOCOMOTION BROOKSFIELD
TIMESNOW MRTIME MAGICALSNOW
PERFEZIONE PIONEERING GRACRUZ
UNALTRAISOLA PUBLICPURSE ILHAGRANDE
NOSSOMAESTRO REFUSETOBEND RAPSODIAARUMBA
GIRAMUNDO SHIROCCO KATHARINAGLORY
KRYPTONIA UNIONAVENUE INTERLUDIO
TAKEONE AMIGONI TAKETWO
XAITHUNDER DURBANTHUNDER ÔNIX
URASTAR REDATTORE ESTRELASUREÑA
HOTELBRISTOL REFUSETOBEND PANTANEIRA
PARTETININDO TIGERHEART SAITININDO
TIGERVALLEY TIGERHEART VALEAPENA
IMPULSIVA ACTEONMAN QUINTAFEIRA
RAINHADOMAR CUVEE YEMANJA
DAMAGING HARDBUCK TRICOLINA
EVER HINTONWELLS PTGOLD
OLYMPICFOOTBALL MANDURO OLYMPICCLOSE
HOTELDUCAP REFUSETOBEND RAINHADOMAR
RAINHADAFLORESTA YAGLI OLYMPICFIRSTCLASS
XAIFUMASA BLADEPROSPECTOR EIMPOSSIVEL
XINGUTHUNDER DURBANTHUNDER NOWCAT
XAYANAGLORY INEXPLICABLE HAILGLORY
REYSOLITARIO NORWAYBOY JAIUNI
AGIONDOJAGUARETE PUBLICPURSE FLOWERFEST
JUIZOEALEGRIA SHIROCCO MYSPECIALGALLERY
MEIALUA SHIROCCO HISTORY
JOLLYSPEEDY CAPETOWN VAILSPEEDY
XAMBRETHUNDER DURBANTHUNDER POINCIANA
DONNADIDUBAI EMIRATESTODUBAI LADYSIPHON
FIRSTCHAMPION INEXPLICABLE ZUANA
KAPUR NORWAYBOY RUNAWAY
JONI SETEMBROCHOVE PRIMEIRANISTA
HETEROSFERA SHIROCCO MINHANAMORADA
XIQUEPRATEADA BLADEPROSPECTOR LIMALHADEPRATA
APOLODOJAGUARETE CRIMSONTIDE HOJEEAGORA
RAINHADATORRE REFUSETOBEND LADYTTORE
EMBARGODIVERGENTE UAPYBO LABOQUITA
DONTEVENASK ADRIANO TANGERINA
JORNADA CAPETOWN ESPETACULAR
GLORIADEHONFLEUR GLORIADECAMPEAO ESTRELARIO
TOLOVE SKYPILOT JARKA
FABIAN TIGERHEART SWEETDESEJADA
MANDINGA TOPHAT SAGACITA
FACTUM COREBUSINESS IMPROVAVEL
LAALMABLANCA MANDURO LOVLEIGHANN
SELFIEDABELEZA MASTROLORENZO IDOLATRADA
MENSAGEIRADIVINA MOLENGAO BOAVIAGEM
OPERADEBIRIGUI OUTOFCONTROL EXTASEDEBIRIGUI
GUBBIO UNIONAVENUE NANSBAY
MILLIONAIRE GALLIAN NEWHAMPSHIRE
NEYNUDOLS LINNGARI NASCENZA
DUVIDENUNCA MANDURO MARIECAROLINE
HUDSONBAY METEORSTORM JASCHA
CANDIDCAMERA POUNCED CAIANAFOLIA
HIPERATIVO REDRUNNER HAMBURGOPERA
NUSERSKY REFUSETOBEND GSTAAD
XENOFONTE REFUSETOBEND QUEATIVA
MORROAGUDO SHIROCCO CELEBRA
JUICY TIGERHEART WITCHY
MACCHIANERA EYEOFTHETIGER GIZDAL
DOMINATRIX PUBLICPURSE FIRSTBIRTH
LONGLIVE SIPHON DIVINAPAT
NICEFLYER ARTAX NICEDODGE
DIABOLICANGEL CHOCTAWRIDGE ASSEZRAPIDE
FILHADADICA MANDURO DICA
ESPARTERO REFUSETOBEND HITCHHIKE
XICNEW REFUSETOBEND QUESTINGNEW
KITIKERO SHIROCCO NACCHERA
XOUGAUCHO SPRINGHALO ORASBOLAS
DAYSLIKETHESE WILDEVENT UNIAOFATAL
HIDRATADO BONAPARTISTE BACKINLOVE
DONJUANITO CHOCTAWRIDGE RAINHADEDUBAI
OLHARDEBIRIGUI LINNGARI IMAGEMDEBIRIGUI
GIRODITALIA PUBLICSPEAKER GOODLINESS
HORAAGAH ALARAB HAREMLADY
DANADA AMIGONI UNACAMPEONA
ELCHINO CHRISTINESOUTLAW JOUR
MISSBANDY CRAFTYCT BANDEROLA
ADDAEDOJAGUARETE CRIMSONTIDE FORMOSA
DARKPOINT EMIRATESTODUBAI MISSPOINT
NEVERLOSEHOPE GOODREWARD SELENA
QUERIDO HARDBUCK INEEDYOU
EXOTICAGIRL HINTONWELLS KIJANAINA
PUCARANA INEXPLICABLE KABBALA
FLIKA MANDURO JUJUBINHA
DATSPEAKER PUBLICSPEAKER DATTTSDAWAYILIKEIT
PORTELIZABETH REDATTORE AIGLE
LAFITTEPINCAY REFUSETOBEND VIERNES
DAQUIEDALI WILDEVENT QUIRAGAZZA
PHILLCOLLINS WILDEVENT ENDLESSLY
PORTOCERVO ADRIANO DIVINAFLOWER
OGRO CRAFTYCT XARUMBA
DOBRINKA EMIRATESTODUBAI MAIDAMERICAN
OLYMPICFINLAND MANDURO OLYMPICCOLOR
FULLSTOP POUNCED FUI
PORTOFINO PUBLICPURSE FLASHDANCE
SERENACAT REDATTORE SCHWARZECAT
HORUS SILENTTIMES UKULELE
CAYLLOMA TIGERHEART ESTRELADOAGRESTE
DRIVEIN WILDEVENT VALDEQUINE
TUBARAO ZEDEOURO HIPERVENCEDORA
PHUKET ADRIANO GUIRLANDA
DESBOCADO EMIRATESTODUBAI QUERENCIAAMADA
ENERGIAHUPP GLORIADECAMPEAO QUERIDAJULIA
GRAFITADO GOODREWARD ORNATTA
RARABUCK HARDBUCK ZARARARA
APOLLODEICARO LINNGARI LUSHPRANCER
MAGISTRADALEGAL LINNGARI NEWORLEANSRIDGE
URADREAM MANDURO DOUBLEDREAM
BUBBLYBLONDE POUNCED BUZZWORD
GHOSTFIVE SHIROCCO PAVLOVASDANCE
REMIDO SHIROCCO LAYDOWNSALLY
